8.180,1.823,1
2.621,-2.301,1
6.295,0.339,1
4.882,-1.157,1
7.273,2.406,1
6.134,0.702,1
4.721,-1.991,1
4.512,-1.985,1
7.444,-0.062,1
3.864,2.117,1
5.880,-0.880,1
9.200,0.613,1
7.502,1.028,1
5.807,-0.011,1
6.727,1.222,1
6.378,1.187,1
5.520,0.169,1
5.594,1.421,1
6.368,1.394,1
8.522,3.696,1
5.699,2.143,1
5.910,0.557,1
5.242,1.160,1
7.607,-0.208,1
8.391,0.198,1
6.293,1.535,1
3.782,-1.315,1
2.374,-3.218,1
7.296,2.090,1
6.857,-1.052,1
5.404,-2.030,1
5.683,-0.726,1
4.124,-1.585,1
5.359,-0.241,1
7.236,-0.967,1
6.126,-2.583,1
5.308,-2.032,1
5.524,-0.514,1
4.204,-0.486,1
8.568,2.177,1
5.170,0.233,1
9.322,2.108,1
6.784,-0.500,1
8.265,1.982,1
5.053,0.628,1
7.652,1.781,1
5.815,-0.199,1
6.068,-2.082,1
5.665,2.345,1
8.048,0.217,1
6.371,0.011,1
5.757,1.058,1
7.073,1.297,1
7.990,1.056,1
8.683,2.480,1
5.218,-0.005,1
3.456,-2.655,1
5.358,0.176,1
6.354,-0.658,1
6.339,-1.089,1
2.598,-2.501,1
4.788,-0.469,1
7.255,-0.255,1
5.469,-1.223,1
4.998,0.046,1
7.756,0.321,1
3.886,-1.802,1
3.949,-1.681,1
7.054,-1.777,1
7.760,2.294,1
5.744,-0.927,1
8.532,3.238,1
4.610,-0.857,1
4.674,3.869,2
2.921,2.219,2
5.026,3.651,2
4.959,3.721,2
3.978,4.080,2
1.433,4.759,2
2.694,4.019,2
3.056,3.459,2
3.459,1.756,2
3.185,3.073,2
5.846,4.974,2
2.062,2.732,2
0.069,6.143,2
4.395,2.422,2
0.016,3.804,2
2.757,2.694,2
2.588,4.106,2
3.388,2.520,2
1.829,5.221,2
4.055,5.169,2
3.637,3.602,2
3.134,4.288,2
0.154,2.859,2
5.684,5.597,2
2.972,3.401,2
1.988,3.286,2
5.212,2.727,2
4.001,3.677,2
0.604,4.480,2
5.335,4.719,2
3.565,5.104,2
3.953,4.198,2
3.849,2.773,2
-0.209,3.765,2
4.381,4.782,2
1.980,4.314,2
2.098,6.136,2
3.737,4.120,2
2.246,3.244,2
5.233,5.126,2
3.691,3.704,2
3.856,7.161,2
1.921,3.665,2
2.686,3.319,2
3.339,3.776,2
3.848,3.885,2
1.733,3.037,2
2.116,3.079,2
2.486,1.834,2
3.137,4.540,2
5.355,4.918,2
1.298,5.063,2
2.000,3.183,2
2.058,2.897,2
2.208,3.132,2
0.307,4.938,2
3.133,2.131,2
3.617,6.245,2
1.498,5.956,2
6.240,2.847,2
2.109,4.061,2
-0.031,5.025,2
5.697,4.247,2
4.104,3.421,2
3.514,4.109,2
1.750,3.783,2
3.687,4.560,2
1.826,4.909,2
3.450,4.183,2
4.095,3.481,2
3.373,3.270,2
3.031,4.353,2
5.943,2.825,2
3.297,4.853,2
2.884,5.011,2
5.988,4.470,2
3.275,4.154,2
3.174,3.905,2
1.347,2.418,2
3.939,5.279,2
0.604,4.132,2
2.057,3.488,2
3.145,4.159,2
5.732,2.802,2
3.238,3.342,2
1.700,3.854,2
4.804,4.944,2
3.147,3.173,2
3.061,3.486,2
1.967,1.978,2
-1.669,4.751,2
0.943,4.319,2
2.952,2.932,2
4.685,4.702,2
2.021,6.038,2
2.729,4.272,2
4.453,2.979,2
4.314,4.931,2
1.940,4.934,2
0.564,4.930,2
